names,date,score,genre,country
Great Expectations,12/26/1946,72,"Romance, Drama, History",US
Ghost House,8/25/2017,57,"Horror, Thriller, Mystery",US
Hold the Dark,9/28/2018,54,"Thriller, Mystery, Crime",AU
Confessions of a Brazilian Call Girl,2/25/2011,64,Drama,BR
Herbie Goes to Monte Carlo,6/24/1977,59,"Romance, Comedy, Family, Action, Adventure",US
Young Detective Dee: Rise of the Sea Dragon,9/27/2013,63,"Action, Crime, Fantasy, Adventure",AU
Puella Magi Madoka Magica the Movie Part II: Eternal,12/9/2012,76,"Thriller, Animation, Fantasy",AU
Marvel Studios Assembled: The Making of Moon Knight,5/25/2022,73,Documentary,US
"Ebirah, Horror of the Deep",12/17/1966,62,"Science Fiction, Action, Fantasy",JP
Housekeeper,3/26/2020,100,Romance,KR
City of the Living Dead,8/11/1980,63,Horror,IT
Pleasure,1/26/2013,53,"Comedy, Drama",SE
Madame Evening Glory,12/8/1976,46,Drama,JP
The Electrical Life of Louis Wain,12/1/2022,70,"Drama, History, Comedy",AU
Nurse 3-D,2/7/2014,53,"Horror, Thriller",US
The Sandlot 2,5/3/2005,59,"Family, Comedy",US
Enter the Void,9/24/2010,74,"Fantasy, Drama",US
Pusher,8/30/1996,70,"Action, Crime, Drama, Thriller",DK
Justice League: Secret Origins,11/17/2001,78,"Science Fiction, Animation, Action, Adventure",US
The Merciless,5/17/2017,72,"Action, Crime, Mystery",KR
A Turtle's Tale 2: Sammy's Escape from Paradise,12/13/2013,58,"Adventure, Animation",US
Blue Rain Osaka,7/8/1983,43,Drama,JP
Loving Vincent,8/2/2017,80,"Animation, Drama, Mystery, History",AU
The Red Sea Diving Resort,7/28/2019,69,"Drama, Thriller, History",US
Confessions of a Teenage Drama Queen,2/17/2004,56,Comedy,US
I Love You Phillip Morris,1/18/2009,64,"Comedy, Crime, Drama, Romance",US
Before the Devil Knows You're Dead,3/20/2008,71,"Crime, Drama, Thriller",AU
Armored,2/25/2010,57,"Action, Crime, Drama, Thriller, Mystery",AU
The Zookeeper's Wife,5/4/2017,74,"Drama, History, War",AU
The Gunman,2/18/2015,57,"Action, Drama, Crime",AU
From Here to Eternity,10/18/2001,73,"War, Romance, Drama",AU
The Endless,8/9/2017,63,"Science Fiction, Horror, Thriller",AU
Slumber,12/1/2017,53,Horror,US
Wake of Death,12/28/2004,59,Action,US
Zulu,8/20/1964,74,"Action, Drama, History, War",AU
The Ritual: Black Nun,4/6/2023,0,Horror,KH
Quick Change,7/13/1990,67,"Comedy, Crime",US
Happy Together,5/30/1997,76,"Drama, Romance",HK
Hunt Club,4/4/2023,50,"Action, Thriller",US
The Sweetest Thing,7/25/2002,55,"Romance, Comedy",AU
Hart's War,2/15/2002,64,"Drama, War",US
Purpose of Reunion,8/6/2015,45,"Romance, Drama",KR
The Drawn Together Movie: The Movie!,3/18/2010,64,"Animation, Comedy",US
The Color of Money,2/19/1987,68,Drama,AU
Psycho-Pass: Sinners of the System - Case.2 First Guardian,2/15/2019,69,"Animation, Science Fiction, Crime",JP
Kickboxer: Vengeance,9/2/2016,51,"Action, Drama",US
A Dark Place,4/12/2019,60,"Thriller, Mystery",US
Rise of the Zombies,10/27/2012,40,"Action, Horror, Thriller",US
Murder at 1600,12/11/1997,61,"Action, Drama, Mystery, Thriller, Crime",AU
To Leslie,3/9/2023,72,Drama,AU
Lulu,4/1/2014,57,Drama,DK
The Full Monty,8/29/1997,70,Comedy,GB
Contract Killer,4/3/1998,70,"Action, Comedy, Thriller",AU
The Secret Scripture,12/7/2017,73,"Drama, Romance",AU
The Killer,9/13/2017,62,"Action, Western",BR
Birth of the Dragon,9/13/2016,58,"Action, Drama",CA
Romance & Cigarettes,9/7/2007,59,"Comedy, Music, Romance",US
Dear Evan Hansen,12/9/2021,64,Drama,AU
Bill & Ted's Excellent Adventure,6/8/1990,68,"Adventure, Comedy, Science Fiction",AU
Kites,5/21/2010,72,"Drama, Action, Romance",IN
West Side Story,12/13/1961,73,"Crime, Drama, Romance",US
West Side Story,12/13/1961,73,"Crime, Drama, Romance",US
When the Lights Went Out,9/14/2012,57,"Thriller, Drama, Horror",GB
The Good Shepherd,1/9/2007,63,"Drama, Thriller, History",AU
All About Eve,7/11/1951,82,Drama,AU
Hollywood Stargirl,6/3/2022,67,"Comedy, Romance, Music",AU
Luna,8/29/1979,65,Drama,IT
Pelet Tali Pocong,4/6/2023,0,Horror,ID
The Hobbit,11/27/1977,66,"Family, Fantasy, Animation, Adventure, TV Movie",US
Ghosts of Mars,8/24/2001,52,"Action, Horror, Science Fiction",US
Mary Shelley,7/26/2018,70,"Romance, Drama",AU
Si Saben Como me pongo Pa Que Me Invitan? 2,7/13/2022,30,Comedy,CO
Hot Bot,3/1/2016,44,"Comedy, Science Fiction",US
Royal Warriors,6/26/1986,69,"Crime, Action",HK
The Collini Case,4/18/2019,73,"Crime, Thriller, Drama",DE
Pola X,5/13/1999,57,"Drama, Romance",FR
After,4/8/2014,56,"Mystery, Thriller",AU
After,4/8/2014,56,"Mystery, Thriller",AU
Bad Girls,4/22/1994,54,"Romance, Western",US
Pitch Black,5/18/2000,68,"Thriller, Science Fiction, Action",AU
Jesus,1/1/1999,0,History,IT
The Miseducation of Cameron Post,8/30/2018,69,Drama,AU
The Sand,10/13/2015,53,"Horror, Science Fiction, Comedy",US
Cape Fear,7/20/1962,74,"Drama, Thriller",AU
Horseplay,9/17/2022,58,"Comedy, Drama",UY
The Captain,9/30/2019,71,"Drama, Thriller",CN
Stealing Beauty,6/14/1996,67,"Drama, Romance",US
A Letter to Momo,4/21/2012,74,"Comedy, Fantasy, Animation, Drama, Family",JP
The Black Dahlia,9/15/2006,56,"Drama, Crime, Thriller",US
Wrong Place,7/15/2022,44,Thriller,US
Trois: The Escort,12/28/2004,63,"Drama, Thriller, Romance",US
Shock Wave,4/20/2017,68,"Action, Crime",HK
Schoolgirl Report Part 10: Every Girl Starts Sometime...,4/2/1976,44,"Comedy, Drama",DE
Behind Enemy Lines III: Colombia,1/6/2009,57,"War, Action, Thriller",AU
Last Looks,2/4/2022,60,"Action, Crime, Thriller",US
Porn to Be Free,6/24/2016,56,"Documentary, History",IT
The Exception,5/30/2018,70,"War, Drama",AU
Once,8/30/2007,74,"Drama, Music, Romance",AU
Free Fall,4/3/2014,77,"Drama, Romance",AU
From Rocky to Creed: The Legacy Continues,11/18/2015,70,Documentary,US
First Knight,7/13/1995,61,"Action, Adventure, Drama, Romance",AU
Black Death,6/10/2010,60,"Drama, History, Horror",AU
Premonition,7/19/2007,63,"Thriller, Drama, Mystery",AU
Breakout,9/10/2013,46,"Action, Thriller",AU
Der Bestatter - Der Film,4/6/2023,0,"Crime, Comedy",CH
Sobibor,5/3/2018,65,"War, Drama",RU
Four to Dinner,1/5/2022,62,"Comedy, Romance",IT
Fib the Truth,9/9/2021,44,"Drama, Thriller",RU
Message in a Bottle,2/22/1999,62,"Romance, Drama",US
Half Light,11/13/2006,60,"Thriller, Horror",GB
Three Thousand Numbered Pieces,4/6/2023,0,Drama,HU
Cairo Conspiracy,4/6/2023,69,"Thriller, Drama",FI
Youngblood,1/31/1986,62,"Drama, Romance",US
The Man from Rome,10/21/2022,49,"Thriller, Mystery",ES
Blood Moon,3/26/2021,61,"Fantasy, Horror",US
Star Trek III: The Search for Spock,7/27/1984,66,"Science Fiction, Action, Adventure, Thriller",AU
Dororo,3/15/2007,70,"Action, Fantasy, Horror, Science Fiction",JP
Trust,3/12/2021,66,"Romance, Drama",US
The House by the Cemetery,8/14/1981,62,Horror,IT
Two Moon Junction,4/29/1988,61,"Drama, Romance",US
The Passion of Joan of Arc,10/25/1928,81,"Drama, History",FR
Doraemon: Nobita and the Space Heroes,3/7/2015,63,"Comedy, Animation, Family, Adventure, Science Fiction, Fantasy",JP
Berlin Syndrome,4/20/2017,60,"Mystery, Thriller, Drama, Horror",AU
The Manchurian Candidate,10/28/2004,65,"Drama, Thriller, Mystery",AU
A Trash Truck Christmas,12/11/2020,64,"Animation, Adventure, Family",US
The Hand that Rocks the Cradle,5/28/1992,69,"Drama, Thriller",AU
Saving Silverman,2/9/2001,55,"Comedy, Crime, Romance",US
Sleeping Beauty,6/10/2011,54,"Drama, Romance",AU
Sirens,3/4/1994,57,"Comedy, Drama",US
The Black Devil and the White Prince,2/2/2016,76,"Comedy, Romance",JP
The Three Caballeros,12/6/1945,63,"Animation, Family, Music",AU
As If It Were the First Time,8/30/2019,69,Comedy,MX
Deliverance,11/23/1972,73,"Drama, Adventure, Thriller",AU
Dead Snow 2: Red vs. Dead,2/12/2014,66,"Horror, Action, Comedy",NO
Double Team,4/4/1997,51,"Action, Science Fiction",US
The Towering Inferno,3/27/1975,70,"Action, Drama, Thriller",AU
Proxima,11/27/2019,63,Drama,FR
Dog Soldiers,5/10/2002,67,"Horror, Action, Thriller",GB
Bandits,3/21/2002,63,"Comedy, Crime",AU
"Paw Patrol: Ready, Race, Rescue!",10/3/2019,72,"Animation, Family",AU
Logan's Run,12/30/1976,66,"Action, Science Fiction",AU
His Girl Friday,1/18/1940,74,"Comedy, Drama, Romance",US
Battle of the Sexes,9/28/2017,68,"Comedy, Drama, History",AU
Strange Days,12/28/1995,70,"Crime, Drama, Science Fiction, Thriller",AU
Occupation: Rainfall,10/30/2020,63,"Science Fiction, Action",AU
Santa vs Reyes,11/18/2022,80,"Comedy, Fantasy",ES
A Chinese Ghost Story,7/18/1987,73,"Fantasy, Action",HK
I Miss Sonia Henie,1/20/1971,55,"Comedy, Drama",US
The Big Wedding,5/9/2013,59,Comedy,AU
To Rome with Love,6/22/2012,58,"Romance, Comedy, Drama",US
Mario,10/18/1984,60,"Drama, Fantasy, Family",CA
Capricorn One,7/27/1978,68,"Drama, Action, Thriller, Science Fiction",AU
Friday After Next,8/7/2003,63,Comedy,AU
A Mermaid in Paris,10/13/2022,66,"Romance, Fantasy, Drama, Comedy",AU
RRRrrrr!!!,1/28/2004,63,Comedy,FR
La Bamba,9/14/1987,72,"Drama, Music",AU
Whiteout,9/9/2009,55,"Action, Crime, Mystery, Thriller",US
Single All the Way,12/2/2021,65,"Romance, Comedy",US
Chinese Grandma,8/26/2010,32,"Comedy, Drama",RU
Toxic,4/23/2020,67,"Thriller, Science Fiction",AR
Crows Zero,10/26/2007,70,Action,JP
Big Miracle,2/10/2012,66,"Adventure, Drama, Romance",GB
2022 Tsunami,5/28/2009,49,"Action, Science Fiction, Thriller",TH
The Last American Virgin,6/2/1983,66,Comedy,AU
Arctic Dogs,11/8/2019,63,"Animation, Adventure, Comedy",CA
The Shadow in My Eye,10/28/2021,78,"War, Drama, History",DK
The Hard Corps,8/15/2006,61,"Action, Thriller",US
Malum,3/31/2023,0,Horror,US
Firebreather,11/24/2010,75,"Fantasy, Animation, Action, Thriller, Family",US
Asterix and the Vikings,11/20/2008,61,"Family, Animation, Comedy, Adventure",AU
Bluebeard,3/1/2017,68,"Mystery, Thriller",KR
Damien: Omen II,6/9/1978,64,"Horror, Thriller",US
The Red Shoes: Next Step,4/6/2023,0,Drama,AU
Wicked City,3/24/1994,67,"Animation, Action, Fantasy, Horror",AU
Vice,12/26/2018,71,"Comedy, Drama",AU
All the Money in the World,1/4/2018,65,"Thriller, Drama, Crime, History",AU
El arca de Noé,10/21/2014,45,"Science Fiction, Comedy",ES
In the Line of Fire,10/7/1993,70,"Action, Drama, Thriller, Crime, Mystery",AU
Les Misérables,6/11/1998,72,"Crime, Drama, History, Romance",AU
Paskal,9/27/2018,77,"Action, War, Drama",MY
The Box,10/29/2009,56,"Thriller, Science Fiction",AU
Return of the Seven,10/19/1966,62,"Western, Action",US
Bicycle Thieves,11/3/1950,82,Drama,AU
Capture the Flag,8/28/2015,60,"Comedy, Animation, Adventure, Family",ES
Bait,9/20/2012,57,"Action, Horror, Thriller",AU
Equals,8/18/2016,61,"Drama, Romance, Science Fiction",AU
Unstable Fables: 3 Pigs & a Baby,1/1/2008,61,"Family, Animation, Comedy",US
Hakuouki: Wild Dance of Kyoto,8/24/2013,61,"Action, Animation, Drama, Romance",JP
Shaolin,1/20/2011,69,"Action, Drama",CN
Children of the Corn: Revelation,10/9/2001,40,Horror,US
Sky Hunter,9/29/2017,70,Action,AU
Apollo 18,12/9/2011,53,"Horror, Thriller, Science Fiction",AU
Ring of the Nibelungs,11/19/2004,63,"Action, Adventure, Fantasy, TV Movie",GB
Throne of Blood,1/15/1957,79,"Drama, History",US
Poison Ivy 2: Lily,1/16/1996,48,"Drama, Romance, Thriller",US
A Nice Girl Like You,7/18/2020,59,"Comedy, Romance",US
Wholly Moses,6/13/1980,50,Comedy,US
Alien Warfare,4/5/2019,41,"Action, Science Fiction, Thriller",PL
Castaway on the Moon,5/14/2009,80,"Drama, Comedy, Romance",KR
3 Ninjas,8/7/1992,57,"Family, Action, Adventure, Comedy",US
Porn Star Zombies,11/6/2009,56,"Comedy, Horror",US
The Broken Hearts Gallery,9/17/2020,72,"Comedy, Romance",AU
Two Night Stand,1/14/2015,64,"Romance, Comedy",AU
Buddha: The Great Departure,5/28/2011,75,"Adventure, Animation, Drama, History",JP
Love the Coopers,12/14/2015,60,"Drama, Comedy, Family",AU
The Disappearance of Alice Creed,4/30/2010,65,"Crime, Drama, Thriller",US
Tom and Jerry: A Nutcracker Tale,10/2/2007,69,"Animation, Family, Comedy",US
The 300 Spartans,8/1/1962,64,History,US
Tomb of the River,11/10/2021,62,"Action, Crime, Drama",KR
Material Girls,8/18/2006,54,Comedy,US
About a Boy,8/10/2002,67,"Drama, Comedy, Romance",AU
Emmanuelle: First Contact,6/20/1994,54,"Romance, Drama, Science Fiction",US
Tombstone of the Fireflies,7/5/2008,74,"Drama, War",JP
anohana: The Flower We Saw That Day - The Movie,8/31/2013,75,"Animation, Drama",JP
My Best Friend's Wedding,9/25/1997,66,"Comedy, Romance",AU
Easter Under Wraps,4/20/2019,64,"TV Movie, Romance",US
The Secret Garden,6/30/1994,74,"Drama, Family, Fantasy",AU
Krull,7/29/1983,61,"Action, Adventure, Fantasy, Science Fiction",US
Zandalee,2/14/1992,40,"Drama, Romance, Thriller",AU
Open Water,10/14/2004,55,"Drama, Thriller, Horror",AU
Boogeyman 2,10/20/2007,55,"Horror, Thriller",US
Mater and the Ghostlight,10/25/2006,62,"Animation, Comedy, Family, Horror",US
Air Buddies,12/12/2006,59,"Adventure, Comedy, Family",US
It's Kind of a Funny Story,10/8/2011,70,"Comedy, Drama",AU
The Invitation,8/7/2015,65,"Thriller, Horror",AU
Silent Night,12/3/2021,61,"Comedy, Science Fiction, Horror",GB
Mad Money,1/17/2008,65,"Action, Comedy, Crime",US
The Beach House,10/17/2019,55,"Drama, Horror, Mystery",US
Temple Grandin,2/6/2010,77,"Drama, History",US
Snake Beauty,3/26/1994,0,,TW
The Family Stone,12/15/2005,63,"Comedy, Drama, Romance",US
She Will,7/22/2022,57,"Thriller, Horror, Drama",GB
Godzilla vs. Megalon,3/17/1973,62,"Action, Science Fiction",JP
A Fall from Grace,1/17/2020,71,"Drama, Thriller, Mystery",US
Clouds of Sils Maria,4/10/2015,67,Drama,US
The Swimming Pool,1/31/1969,70,"Crime, Drama",FR
Timeline,2/5/2004,57,"Action, Adventure, Science Fiction",AU
Bad Country,5/21/2014,56,"Drama, Action, Crime",AU
Recurrence,7/27/2022,55,Crime,AR
The Hudsucker Proxy,3/11/1994,71,"Comedy, Drama",US
The Breed,6/1/2006,53,"Thriller, Horror",US
The African Queen,2/20/1952,74,"Adventure, Romance",US
The Legend of the Galactic Heroes: Die Neue These Seiran 1,9/27/2019,79,"Animation, Science Fiction",JP
Tunnel,8/10/2016,73,"Thriller, Drama, Action",KR
K-19: The Widowmaker,11/7/2002,65,"Drama, History, War, Thriller, Mystery",AU
Drumline: A New Beat,10/27/2014,70,"Music, Comedy, Drama",US
How to Steal a Million,7/13/1966,75,"Comedy, Crime",US
Jarhead 2: Field of Fire,8/14/2014,64,"War, Action",US
The Last Seduction,5/26/1994,68,"Thriller, Crime, Romance, Drama",AU
Swingers,6/12/1997,69,Comedy,AU
Black Rain,1/18/1990,66,"Drama, Action, Thriller",AU
Perfect Nanny,11/27/2019,59,"Drama, Crime, Thriller",FR
Imagine That,6/19/2009,60,"Comedy, Family",US
The Sisterhood of the Traveling Pants,6/1/2005,65,"Drama, Comedy",US
Scoop,7/27/2006,66,"Comedy, Mystery",US
Dinner for Schmucks,8/5/2010,57,Comedy,AU
The General,10/26/1984,80,"Action, Adventure, Comedy, Drama, War",AU
The Muppet Christmas Carol,12/11/1992,74,"Music, Comedy, Family, Fantasy, Drama",AU
Ichi the Killer,12/22/2001,70,"Action, Crime, Horror",JP
eXistenZ,5/10/1999,68,"Action, Thriller, Science Fiction, Horror",AU
Mermaids,5/16/1991,68,"Comedy, Drama, Romance",AU
Solaris,3/20/1972,79,"Drama, Science Fiction, Mystery",SU
Lars and the Real Girl,4/3/2008,72,"Comedy, Drama, Romance",AU
Rope,2/1/1984,80,"Crime, Drama, Thriller",AU
Digimon: The Movie,6/28/2001,66,"Fantasy, Animation, Science Fiction, Family",AU
I'm a Porn Star: Gay 4 Pay,4/12/2016,73,Documentary,US
King Solomon's Mines,11/22/1985,55,"Action, Adventure, Comedy",US
Sorry if I Love You,1/25/2008,59,Comedy,IT
Dragon Wars: D-War,2/14/2008,45,"Fantasy, Drama, Horror, Action, Thriller, Science Fiction",AU
Paradise Inn Phuket: The Taste of College Students,11/10/2019,55,"Drama, Romance",KR
Detective Conan: Jolly Roger in the Deep Azure,4/21/2007,66,"Animation, Adventure",JP
Shark Attack 3: Megalodon,11/26/2002,48,"Horror, Thriller, Action, Adventure",US
The Way Back,3/5/2020,66,Drama,AU
The Highwaymen,4/3/2019,67,"Crime, Drama, Thriller",AU
One Million Years B.C.,2/21/1967,61,"Adventure, Fantasy",US
The Whole Ten Yards,7/8/2004,57,"Comedy, Thriller, Crime",AU
Jokyoshi Nikki 3 Himerareta Sei,6/11/1997,30,,JP
The Reunion for Swapping,1/3/2020,10,Romance,KR
Book Club,8/1/2018,62,"Romance, Comedy, Drama",AU
Hero,10/2/1992,64,"Comedy, Drama",US
Tapped Out,5/27/2014,57,"Action, Drama",CA
Road House,6/15/1989,66,"Action, Thriller",AU
Recess: School's Out,2/16/2001,65,"Science Fiction, Family, Comedy, Animation",US
Mower Minions,7/8/2016,66,"Comedy, Animation",US
Big Eyes,2/18/2015,70,Drama,AU
Locked Down,5/6/2021,54,"Comedy, Crime, Drama",AU
Bartok the Magnificent,11/15/1999,61,"Animation, Comedy, Family",US
iCarly: iGo to Japan,11/8/2008,68,"Comedy, Family",US
Jingle Jangle: A Christmas Journey,11/6/2020,67,"Family, Fantasy, Music",US
Nazi Overlord,11/13/2018,47,"Action, Horror, Mystery",US
The Sisters Brothers,2/22/2019,68,"Drama, Western",AU
A Hard Day's Night,7/7/1964,74,"Music, Comedy",GB
Appleseed: Ex Machina,7/11/2008,65,"Animation, Action, Thriller, Science Fiction",AU
Tomorrow I Will Date With Yesterday's You,12/17/2016,76,"Romance, Drama",JP
Detective Conan: Sunflowers of Inferno,4/18/2015,61,"Crime, Animation, Adventure, Mystery",JP
Hellraiser: Revelations,10/18/2011,36,Horror,US
Millennium Actress,9/14/2002,78,"Animation, Drama, Romance",JP
Tryo - Live XXV,12/7/2022,60,Music,FR
Art of the Devil 2,12/1/2005,65,"Horror, Mystery, Thriller",TH
Dragon Ball: The Magic Begins,11/30/1991,41,"Action, Adventure, Fantasy, Comedy",TW
Pokémon Ranger and the Temple of the Sea,7/15/2006,65,"Family, Animation, Action, Adventure, Fantasy, Science Fiction",JP
My Sister’s Girlfriend,2/23/2017,0,"Romance, Drama",KR
Fatman,10/19/2020,55,"Action, Comedy, Fantasy",AU
The Kitchen,8/29/2019,62,"Action, Crime, Drama",AU
Four Good Days,4/30/2021,68,Drama,US
Flowers in the Attic,11/20/1987,62,"Drama, Mystery, Thriller, Horror",US
Deep End,11/20/1970,69,Drama,GB
Hellraiser: Inferno,10/3/2000,54,"Horror, Thriller, Mystery",US
Sharp Stick,7/29/2022,54,Comedy,US
Cleaner,5/28/2008,60,"Crime, Thriller, Mystery",AU
Land of Mine,6/7/2016,78,"War, Drama, History",AU
Munich,2/2/2006,71,"Drama, Action, History, Thriller",AU
Riders of Justice,10/7/2021,73,"Action, Comedy",AU
Victor Crowley,8/22/2017,57,"Comedy, Horror",US
Spooky Buddies,9/20/2011,62,"Comedy, Family, Mystery, TV Movie",US
A Merry Friggin' Christmas,11/7/2014,53,Comedy,US
C'mon C'mon,2/17/2022,73,Drama,AU
Black Knight,11/21/2001,54,"Comedy, Fantasy, Adventure",US
Are We in Love?,3/25/2020,80,"Romance, Fantasy",KR
Iron Eagle,1/17/1986,54,Action,US
The Man Who Fell to Earth,5/28/1976,65,"Drama, Science Fiction",US
Busty Cops: Protect and Serve!,8/1/2009,48,"Comedy, Crime, Mystery, Romance",US
The Lost Viking,5/28/2018,64,"Action, Adventure, History",GB
Drunk Parents,6/12/2019,46,Comedy,AU
Casanova,12/25/2005,65,"Adventure, Comedy, Drama, Romance",US
Fools Rush In,2/14/1997,64,"Comedy, Drama, Romance",US
Persona,11/6/2004,83,Drama,AU
Red Scorpion,1/5/1989,60,"Adventure, Action, War",US
Take Point,12/26/2018,71,Action,KR
Gurren Lagann the Movie: Childhood's End,9/6/2008,76,"Action, Comedy, Animation",JP
The Pink Panther 2,4/2/2009,57,"Comedy, Mystery",AU
The Producers,12/25/2005,62,Comedy,US
The Kite Runner,1/17/2008,73,Drama,AU
Shinnin Onna Kyoshi,1/23/2009,40,Drama,JP
